track_id,track_name,artist_name,year,popularity,tempo,danceability,energy,valence,acousticness,liveness,speechiness,instrumentalness,duration_ms,lead_artist
5BYl3SodS3rGmafWXRWmB7,The Great War,Taylor Swift,2022,66,96.025,0.57,0.739,0.593,0.213,0.0937,0.0358,1.78e-05,240356.0,Taylor Swift
37YoRLUu1qId0ewavgvnkG,Blue Flame,LE SSERAFIM,2022,66,112.045,0.781,0.725,0.765,0.0281,0.0761,0.0452,0.0,201895.0,LE SSERAFIM
21ApmVGIzIAIDSBdHu6SVt,No Celestial,LE SSERAFIM,2022,66,138.028,0.618,0.801,0.699,0.0168,0.131,0.0825,0.0,166491.0,LE SSERAFIM
0k0vFacOHNuArLWMiH60p7,Tell Me Why (Taylor's Version),Taylor Swift,2021,66,100.023,0.578,0.909,0.541,0.0222,0.333,0.0628,0.0,200576.0,Taylor Swift
2JoJrsEV15OzbijS47lids,Today Was A Fairytale (Taylor's Version),Taylor Swift,2021,66,158.162,0.482,0.779,0.328,0.0135,0.296,0.0409,0.0,241822.0,Taylor Swift
66tOfHVH3aUrscg8vExRV4,dorothea,Taylor Swift,2021,66,119.966,0.605,0.488,0.354,0.696,0.129,0.0264,0.0,225880.0,Taylor Swift
34V9RiEPe8MNdU32qJsJa1,We Were Happy (Taylor's Version) (From The Vault),Taylor Swift,2021,66,106.007,0.609,0.373,0.13,0.849,0.0779,0.0263,0.0,244237.0,Taylor Swift
2m3ObD945KvpE5y9A1eUWm,Jump Then Fall (Taylor's Version),Taylor Swift,2021,66,160.111,0.572,0.69,0.624,0.0474,0.0897,0.0358,0.0,237580.0,Taylor Swift
0oaY19dUwZimIgzn3ZZLZO,2 Much,Justin Bieber,2021,66,119.59,0.583,0.444,0.167,0.593,0.353,0.0456,0.0,152796.0,Justin Bieber
4u4NyuceXP7Uzh7XFJKCr1,Hold On,Justin Bieber,2021,66,139.98,0.658,0.634,0.29,0.0106,0.132,0.0413,0.0,170813.0,Justin Bieber
7vBNFh3NIZTj6tB5s1IBjE,marjorie,Taylor Swift,2020,66,96.103,0.535,0.562,0.294,0.878,0.114,0.0479,0.000132,257773.0,Taylor Swift
1EXa37LpSvi3OQ9UYQ28rD,epiphany,Taylor Swift,2020,66,93.933,0.317,0.254,0.103,0.727,0.0867,0.0286,0.000326,289747.0,Taylor Swift
0YeDG5HnKnG7jpArkzsSPa,hoax,Taylor Swift,2020,66,118.84,0.676,0.178,0.404,0.964,0.135,0.0394,7.9e-06,220040.0,Taylor Swift
2o2sgVJIgFXk8GQjWTgI6U,long story short,Taylor Swift,2020,66,157.895,0.546,0.73,0.573,0.66,0.0972,0.0417,0.179,215920.0,Taylor Swift
3k7ne7VmH43ZPWxPdvPUgR,coney island (feat. The National),"Taylor Swift, The National",2020,66,107.895,0.537,0.537,0.292,0.819,0.142,0.0617,0.000904,275320.0,Taylor Swift
670fUmXf4KQekzbEgaXyPA,dorothea,Taylor Swift,2020,66,119.966,0.605,0.488,0.354,0.696,0.129,0.0264,0.0,225880.0,Taylor Swift
6b5P51m8xx2XA6U7sdNZ5E,Alone Again,The Weeknd,2020,66,65.375,0.218,0.652,0.0599,0.033,0.172,0.0641,0.111,250053.0,The Weeknd
2K9Ovn1o2bTGqbsABGC6m3,Too Late,The Weeknd,2020,66,120.077,0.638,0.863,0.226,0.052,0.685,0.132,5.46e-05,239973.0,The Weeknd
6kWxIqQDsKFYCJGbU4AjCX,Hardest To Love,The Weeknd,2020,66,80.957,0.467,0.608,0.108,0.0909,0.125,0.0707,8.83e-05,211400.0,The Weeknd
5Xhqh4lwJPtMUTsdBztN1a,Me Gusta,"Shakira, Anuel AA",2020,66,92.007,0.775,0.696,0.775,0.0559,0.157,0.0681,0.00184,190570.0,Shakira
0AtP8EkGPn6SwxKDaUuXec,Remember The Name (feat. Eminem & 50 Cent),"Ed Sheeran, Eminem, 50 Cent",2019,66,91.046,0.852,0.666,0.726,0.135,0.798,0.184,0.0,207760.0,Ed Sheeran
1rqb2FCXVn2HNL1afJEnTr,9 and Three Quarters (Run Away),TOMORROW X TOGETHER,2019,66,128.931,0.639,0.756,0.531,0.0055,0.13,0.0606,0.0,211867.0,TOMORROW X TOGETHER
58kZ9spgxmlEznXGu6FPdQ,Sick Boy,The Chainsmokers,2018,66,89.996,0.663,0.577,0.454,0.109,0.12,0.0531,0.0,193200.0,The Chainsmokers
2pJZ1v8HezrAoZ0Fhzby92,What Do I Know?,Ed Sheeran,2017,66,115.092,0.838,0.492,0.895,0.251,0.262,0.038,0.0,237333.0,Ed Sheeran
4qknM1pQz53QOyfDVTjcM9,Me Enamoré,Shakira,2017,66,103.71,0.74,0.879,0.948,0.193,0.0928,0.105,8.25e-05,226893.0,Shakira
7eDYNlBwRMeFOZHOZ95dZ1,"Yeah, I Said It",Rihanna,2016,66,127.88,0.509,0.38,0.249,0.547,0.36,0.158,1.21e-06,133080.0,Rihanna
1gZADNt16Oh23jWyMYRk4p,Prisoner,"The Weeknd, Lana Del Rey",2015,66,135.017,0.551,0.405,0.341,0.443,0.11,0.0398,0.000217,274960.0,The Weeknd
3H3qBumaYj67PT3aMEBvAP,As You Are,The Weeknd,2015,66,173.663,0.377,0.329,0.0528,0.131,0.279,0.0569,0.00654,340493.0,The Weeknd
5JKk6Gh5CLlwpbPz48eWtB,Cohete,"Shakira, Rauw Alejandro",2024,65,119.968,0.749,0.687,0.656,0.158,0.136,0.0304,4.58e-06,172504.0,Shakira
6M9ppdfFjR1AbpUl3Y8DcV,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,2023,65,118.036,0.701,0.625,0.323,0.207,0.105,0.036,0.0,171819.0,Taylor Swift
0lKUBmEyQfzsQHozyeXzES,Clean (Taylor's Version),Taylor Swift,2023,65,103.955,0.772,0.391,0.258,0.25,0.0981,0.0293,2.92e-05,271000.0,Taylor Swift
0TyGh27YQ5LknmiDhCzJiT,You Are In Love (Taylor's Version),Taylor Swift,2023,65,84.68,0.363,0.498,0.477,0.61,0.112,0.0755,3.91e-06,267389.0,Taylor Swift
4bBDkw2KBMX0tcgAaXC83Q,Labyrinth,Taylor Swift,2023,65,109.993,0.493,0.308,0.13,0.804,0.123,0.0436,0.328,247962.0,Taylor Swift
7oomkQSYf1ia2VnVEWfFIU,Question...?,Taylor Swift,2023,65,108.978,0.741,0.509,0.113,0.205,0.262,0.19,0.0,210557.0,Taylor Swift
3FxJDucHWdw6caWTKO5b23,I Wish You Would (Taylor's Version),Taylor Swift,2023,65,118.009,0.67,0.858,0.539,0.00354,0.0687,0.0439,1.25e-05,207650.0,Taylor Swift
733OhaXQIHY7BKtY3vnSkn,How You Get The Girl (Taylor's Version),Taylor Swift,2023,65,119.997,0.758,0.691,0.538,0.00196,0.0939,0.0515,1.09e-05,247533.0,Taylor Swift
1ULabO0PEsdJekqVH6G10G,I Know Places (Taylor's Version),Taylor Swift,2023,65,160.027,0.582,0.788,0.652,0.0999,0.115,0.0445,0.0,195700.0,Taylor Swift
50yNTF0Od55qnHLxYsA5Pw,Shake It Off (Taylor's Version),Taylor Swift,2023,65,160.058,0.636,0.808,0.917,0.0121,0.359,0.0729,2.18e-05,219209.0,Taylor Swift
7oZONwFiFIErZcXAtTu7FY,Bad Blood (Taylor's Version),Taylor Swift,2023,65,169.971,0.618,0.683,0.363,0.0362,0.305,0.194,0.0,211104.0,Taylor Swift
59ScHwQ4PP0TRTJgG07PAW,Dreamer,TOMORROW X TOGETHER,2023,65,159.09,0.532,0.573,0.264,0.213,0.11,0.0473,0.0,186584.0,TOMORROW X TOGETHER
2AdzsePCqH6NUcMq7tYYmx,Back for More (TXT Ver.),TOMORROW X TOGETHER,2023,65,115.881,0.735,0.938,0.868,0.0156,0.235,0.113,0.0,162835.0,TOMORROW X TOGETHER
6DSGb5CmwHX4pvclq8HUU1,No-Return (Into the unknown),LE SSERAFIM,2023,65,157.976,0.753,0.717,0.948,0.0267,0.271,0.0593,0.0,184824.0,LE SSERAFIM
7woEDtme8YkFiWeyiinIjy,New Jeans,NewJeans,2023,65,134.014,0.807,0.721,0.532,0.51,0.115,0.0508,0.00216,108987.0,NewJeans
5yeuXkukVGuix3vmLu2BPJ,Vigilante Shit,Taylor Swift,2022,65,79.996,0.87,0.279,0.16,0.16,0.121,0.364,1.74e-05,164801.0,Taylor Swift
6ADDIJxxqzM9LMpm78yzQG,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2022,65,110.007,0.659,0.323,0.154,0.735,0.116,0.0436,0.00321,256124.0,Taylor Swift
1E5Xu8dur0fAjSP1VpVhAZ,Best Friends,The Weeknd,2022,65,90.0,0.737,0.564,0.528,0.436,0.351,0.105,0.0,163504.0,The Weeknd
1DzJbVkBELu6jDu6q0T0tk,Nothing Is Lost (You Give Me Strength),The Weeknd,2022,65,126.985,0.52,0.693,0.12,0.0002,0.122,0.0331,2.2e-05,267505.0,The Weeknd
1exxGxUMlJWD1h9YcE9YZH,Opening Sequence,TOMORROW X TOGETHER,2022,65,145.199,0.609,0.64,0.442,0.167,0.0959,0.0539,0.0,177976.0,TOMORROW X TOGETHER
7F0MuIk5glqtowCUjbn9es,Impurities,LE SSERAFIM,2022,65,90.065,0.715,0.757,0.464,0.231,0.0656,0.0373,0.0,196365.0,LE SSERAFIM
6ON9UuIq49xXY9GPmHIYRp,The Best Day (Taylor's Version),Taylor Swift,2021,65,125.0,0.642,0.576,0.469,0.488,0.159,0.0282,0.0,245290.0,Taylor Swift
01QdEx6kFr78ZejhQtWR5m,Forever & Always (Piano Version) (Taylor's Version),Taylor Swift,2021,65,118.753,0.546,0.273,0.271,0.819,0.137,0.0308,0.0,267833.0,Taylor Swift
2NIBaWXdjaTDmytjjwbEfP,Eyes Open (Taylor's Version),Taylor Swift,2021,65,137.048,0.566,0.773,0.256,0.000818,0.184,0.0356,0.00103,243264.0,Taylor Swift
4qUijfYU8EoIWiY6oSyrgT,Bye Bye Baby (Taylor's Version) (From The Vault),Taylor Swift,2021,65,80.132,0.624,0.624,0.527,0.334,0.0995,0.0539,0.0,242158.0,Taylor Swift
6a8aUhYbaQBUI8PcJ5ZmQ6,closure,Taylor Swift,2021,65,151.884,0.689,0.704,0.92,0.835,0.134,0.245,4.83e-06,180653.0,Taylor Swift
0DMVrlMUn01M0IcpDbwgu7,Girl At Home (Taylor's Version),Taylor Swift,2021,65,125.089,0.691,0.736,0.612,0.00955,0.101,0.0326,1.88e-05,220520.0,Taylor Swift
6OGogr19zPTM4BALXuMQpF,Take My Breath - Single Version,The Weeknd,2021,65,121.004,0.748,0.74,0.518,0.0107,0.101,0.0484,2.18e-05,220196.0,The Weeknd
6Xgq7MvZiet0hVi3KaDSgJ,Holy (feat. Chance The Rapper),"Justin Bieber, Chance the Rapper",2021,65,87.017,0.67,0.693,0.388,0.2,0.0909,0.35,0.0,212093.0,Justin Bieber
0AaV4MJrgmLV3XhoiWXjjb,evermore (feat. Bon Iver),"Taylor Swift, Bon Iver",2020,65,120.94,0.395,0.27,0.314,0.937,0.111,0.0309,0.00249,304107.0,Taylor Swift
2slqvGLwzZZYsT4K4Y1GBC,Only The Young - Featured in Miss Americana,Taylor Swift,2020,65,93.516,0.56,0.78,0.602,0.00244,0.0714,0.0517,0.0,157507.0,Taylor Swift
4BGZF4oLbTL0pWm7C18pbv,Scared To Live,The Weeknd,2020,65,87.221,0.504,0.498,0.196,0.131,0.0929,0.0499,0.0,191307.0,The Weeknd
0EmYZZ8OqeALedVhijSjsg,CROWN,TOMORROW X TOGETHER,2019,65,110.979,0.623,0.8,0.58,0.0497,0.0619,0.0424,0.0,230707.0,TOMORROW X TOGETHER
0Nwar8rweBUyfyuoyjjUvk,Privilege,The Weeknd,2018,65,93.631,0.404,0.564,0.371,0.915,0.134,0.0344,0.00252,170573.0,The Weeknd
6PJ8FF6UR8FZXfEvpHkIVN,How Would You Feel (Paean),Ed Sheeran,2017,65,139.979,0.617,0.439,0.242,0.424,0.127,0.0269,0.0,280533.0,Ed Sheeran
36YCdzT57us0LhDmCYtrNE,Rockin',The Weeknd,2016,65,112.878,0.738,0.885,0.752,0.0133,0.0821,0.206,0.0,232880.0,The Weeknd
3nlVjrlLMJHC7Flf9impf9,"Dancing In The Dark - From The ""Home"" Soundtrack",Rihanna,2015,65,115.005,0.795,0.75,0.762,0.177,0.0875,0.0526,0.0,223040.0,Rihanna
6C6fHTuFUxVtJpBOOaMvJr,Shameless,The Weeknd,2015,65,100.06,0.603,0.563,0.234,0.147,0.109,0.027,0.0,253507.0,The Weeknd
27NV2KxoQ8WuLMqlTDI61F,Often - Kygo Remix,"The Weeknd, Kygo",2015,65,80.156,0.523,0.491,0.408,0.123,0.331,0.0491,0.0,234400.0,The Weeknd
64zcAZeIWHszCGKOSqAogH,Te Felicito,"Shakira, Rauw Alejandro",2024,64,174.174,0.696,0.602,0.581,0.228,0.0859,0.329,0.0,172533.0,Shakira
2dfH1gA3FZDv9L69Dqy9RY,Monotonía,"Shakira, Ozuna",2024,64,132.022,0.849,0.695,0.827,0.348,0.156,0.0387,1.59e-06,161633.0,Shakira
2L09RYwH5Pjzca6PmbUAw3,Sweet Nothing,Taylor Swift,2023,64,175.917,0.335,0.166,0.391,0.967,0.115,0.048,0.00012,188497.0,Taylor Swift
6HRsJu8vcnzYDN4t0570FY,Wonderland (Taylor's Version),Taylor Swift,2023,64,183.892,0.464,0.705,0.385,0.00976,0.209,0.0434,2.61e-05,245567.0,Taylor Swift
7GA86Uo2jYbj8vIXe2nyWd,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2023,64,110.014,0.653,0.331,0.166,0.705,0.116,0.039,0.0013,256124.0,Taylor Swift
5tWxKWq1DSP1s9WQ5PWuqu,Paris,Taylor Swift,2023,64,110.963,0.691,0.498,0.454,0.116,0.136,0.101,3.07e-05,196259.0,Taylor Swift
71CBDRKmF2VeRKYMG1DFBh,Bigger Than The Whole Sky,Taylor Swift,2023,64,82.951,0.48,0.22,0.0633,0.837,0.116,0.0425,0.00269,218503.0,Taylor Swift
6ClYMObS7f3Nn4AiZHYQt3,Cruel Summer - Live from TS | The Eras Tour,Taylor Swift,2023,64,83.178,0.278,0.907,0.33,0.126,0.89,0.0827,0.0,229567.0,Taylor Swift
4WBEj8TeGtRPNJdOmT3WJW,This Love (Taylor's Version),Taylor Swift,2023,64,144.071,0.471,0.509,0.0567,0.316,0.0673,0.0355,0.0,250100.0,Taylor Swift
05RlBHEZg1RmL9DnPgv9Qq,Fire in the belly,LE SSERAFIM,2023,64,119.932,0.716,0.779,0.442,0.0106,0.0266,0.0589,0.0,198233.0,LE SSERAFIM
5702raF31K9rvD6KZ6sCTo,Ditto,NewJeans,2023,64,133.854,0.814,0.641,0.183,0.027,0.0993,0.111,0.0,185507.0,NewJeans
3zmwONxswBAzGwExPugSLN,Sweet Nothing,Taylor Swift,2022,64,176.747,0.334,0.161,0.396,0.967,0.115,0.0506,4.71e-05,188497.0,Taylor Swift
6zzdyvVWjGrQBraSvuqJPY,Starry Eyes,The Weeknd,2022,64,134.23,0.309,0.418,0.146,0.465,0.295,0.031,7.58e-05,148000.0,The Weeknd
5jAIouBES8LWMiriuNq170,State Of Grace (Acoustic Version) (Taylor's Version),Taylor Swift,2021,64,208.918,0.445,0.131,0.101,0.663,0.108,0.0564,1.57e-06,321640.0,Taylor Swift
1n2wszmJyVkw6FHqyLnQsY,Come In With The Rain (Taylor's Version),Taylor Swift,2021,64,143.929,0.476,0.564,0.167,0.0406,0.102,0.0269,0.0,237339.0,Taylor Swift
4CHpVfAhuxNJ3ibExe6kxO,You All Over Me (feat. Maren Morris) (Taylor's Version) (From The Vault),"Taylor Swift, Maren Morris",2021,64,142.893,0.599,0.494,0.44,0.816,0.101,0.0372,0.0,220839.0,Taylor Swift
0UAdDYrkCvVQftaKpL6q5f,the lakes - original version,Taylor Swift,2021,64,90.053,0.197,0.406,0.251,0.717,0.293,0.0619,0.000362,227203.0,Taylor Swift
3ExweHKZF9B752DPQByRVT,Change (Taylor's Version),Taylor Swift,2021,64,95.999,0.499,0.815,0.344,0.000191,0.181,0.0341,0.0,279360.0,Taylor Swift
1IBhYEvvi02tDVByxIiTh4,All Too Well (Taylor's Version),Taylor Swift,2021,64,185.972,0.44,0.528,0.132,0.0171,0.234,0.0317,0.00203,329160.0,Taylor Swift
137mSruegm1u6x9NvwiagR,Unstable (feat. The Kid LAROI),"Justin Bieber, The Kid LAROI",2021,64,99.757,0.495,0.333,0.37,0.737,0.112,0.0288,0.0,158324.0,Justin Bieber
35rdVq36LMHQX0Suw9a6tK,closure,Taylor Swift,2020,64,151.884,0.689,0.704,0.92,0.835,0.134,0.245,4.83e-06,180653.0,Taylor Swift
3WlbeuhfRSqU7ylK2Ui5U7,Snowchild,The Weeknd,2020,64,148.062,0.55,0.611,0.243,0.162,0.121,0.137,6.88e-05,247187.0,The Weeknd
2ZlCGeK30BLRNSPC832pNZ,Forever (feat. Post Malone & Clever),"Justin Bieber, Post Malone, Clever",2020,64,139.98,0.824,0.483,0.892,0.538,0.204,0.08,1.49e-05,219933.0,Justin Bieber
41L3O37CECZt3N7ziG2z7l,Yummy,Justin Bieber,2020,64,145.919,0.688,0.514,0.494,0.366,0.116,0.0903,0.0,210427.0,Justin Bieber
1AI7UPw3fgwAFkvAlZWhE0,Take Me Back to London (feat. Stormzy),"Ed Sheeran, Stormzy",2019,64,138.058,0.885,0.762,0.605,0.219,0.162,0.216,0.0,189733.0,Ed Sheeran
4BiiOzZCrXEzHRLYcYFiD5,Hope,"The Chainsmokers, Winona Oak",2018,64,104.941,0.773,0.699,0.513,0.488,0.0814,0.0958,3.6e-06,180120.0,The Chainsmokers
3Lfiu5sZ4M4B6JaKMBc0FU,Barcelona,Ed Sheeran,2017,64,99.975,0.747,0.76,0.682,0.448,0.153,0.187,0.0,191147.0,Ed Sheeran
6RtzmszGXs32TRhv5zTKNM,Same Ol' Mistakes,Rihanna,2016,64,151.777,0.44,0.803,0.501,0.199,0.0591,0.0443,0.00282,397093.0,Rihanna
1oGdVdYjeQvojGKDddxLQQ,True Colors,The Weeknd,2016,64,76.671,0.624,0.424,0.584,0.286,0.173,0.24,0.0,206013.0,The Weeknd
6pDVjCUA3B1vg9waKutAsv,Attention,The Weeknd,2016,64,148.04,0.671,0.428,0.362,0.688,0.119,0.124,0.000182,197653.0,The Weeknd
0Q8NdNYJUr07b2ZX4y8EXR,Smart (English ver.),LE SSERAFIM,2024,63,113.056,0.812,0.675,0.651,0.13,0.0679,0.0416,0.0,166384.0,LE SSERAFIM
1SztNGCwEHJEVFx90E5g7D,High Infidelity,Taylor Swift,2023,63,176.082,0.564,0.545,0.766,0.726,0.0878,0.104,0.0,231475.0,Taylor Swift
10GRRCR5fctuOF4GFmATJI,Dear Reader,Taylor Swift,2023,63,107.601,0.475,0.386,0.162,0.497,0.119,0.0737,0.00104,225194.0,Taylor Swift
7C0w28EsX0Um2FrZs9gso2,Glitch,Taylor Swift,2023,63,140.845,0.677,0.451,0.399,0.318,0.11,0.19,0.0,148781.0,Taylor Swift
74cpuIw43kA8xPgbQEPdss,Flash Forward,LE SSERAFIM,2023,63,114.949,0.773,0.879,0.839,0.162,0.0897,0.0391,0.0,195512.0,LE SSERAFIM
1PeBPKbOCc370rnLKploBL,ジュエリー (Prod. imase),LE SSERAFIM,2023,63,119.018,0.725,0.863,0.691,0.102,0.13,0.0514,0.0,163813.0,LE SSERAFIM
43q586vP8gGkYypKoSddhl,Labyrinth,Taylor Swift,2022,63,110.039,0.487,0.313,0.141,0.791,0.124,0.0487,0.348,247962.0,Taylor Swift
6C7OF1Jal7YkyjzyUG8vkK,Question...?,Taylor Swift,2022,63,108.989,0.751,0.502,0.112,0.226,0.297,0.162,0.0,210557.0,Taylor Swift
1NhjYYcYTRywc0di98xHxf,"Here We Go… Again (feat. Tyler, the Creator)","The Weeknd, Tyler, The Creator",2022,63,134.943,0.469,0.623,0.198,0.345,0.588,0.0302,0.0,209778.0,The Weeknd
6AOrC7t2WS5ykYcnoHpiS2,Lonely Boy (The tattoo on my ring finger),TOMORROW X TOGETHER,2022,63,144.881,0.666,0.639,0.505,0.24,0.0928,0.131,0.0,168752.0,TOMORROW X TOGETHER
2KdKh9vHbKW0tZLqtpxxI0,Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2022,63,150.002,0.81,0.655,0.809,0.127,0.105,0.0698,8.16e-05,193322.0,Justin Bieber
1n3b9Eekoy3S9ZSZ5DmTW1,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,Taylor Swift,2021,63,93.009,0.585,0.286,0.189,0.838,0.115,0.0312,0.0,598150.0,Taylor Swift
5dwQhzeE8LXpl9sbZJZmQS,the lakes - bonus track,Taylor Swift,2020,63,89.846,0.509,0.262,0.287,0.85,0.0851,0.0311,1.68e-06,211798.0,Taylor Swift
0vVMlbdYx2080Oa9FndPZr,long story short,Taylor Swift,2020,63,157.893,0.546,0.732,0.571,0.674,0.0972,0.0423,0.184,215920.0,Taylor Swift
6NriykdkRrjQMZo1sfVYUo,"no body, no crime (feat. HAIM)","Taylor Swift, HAIM",2020,63,79.011,0.547,0.613,0.528,0.431,0.102,0.0264,0.0,215627.0,Taylor Swift
3fGnrtrtL1IHSX9t4DKOYf,Cornelia Street - Live From Paris,Taylor Swift,2020,63,97.085,0.502,0.462,0.304,0.578,0.721,0.0265,0.0,296013.0,Taylor Swift
40U8d12pC5UHqmHwXjHjjl,Repeat After Me (Interlude),The Weeknd,2020,63,95.032,0.555,0.619,0.141,0.0323,0.0917,0.0314,0.000224,195813.0,The Weeknd
2BcnxwxBuar5wjCaLqm5N3,Until I Bleed Out,The Weeknd,2020,63,115.233,0.245,0.394,0.148,0.423,0.093,0.0374,2.9e-05,190173.0,The Weeknd
0UnTaVkntyh3vqvLEvbpQx,In Your Eyes (with Doja Cat) - Remix,"The Weeknd, Doja Cat",2020,63,99.984,0.679,0.731,0.727,0.00518,0.0614,0.0319,0.000127,237912.0,The Weeknd
2ecGP5xUE5126x6yHa7J6E,Can't You See Me?,TOMORROW X TOGETHER,2020,63,139.925,0.59,0.818,0.664,0.0584,0.205,0.0771,0.0,201445.0,TOMORROW X TOGETHER
2o9LAypwGH4ctV0i9boo6d,Come Around Me,Justin Bieber,2020,63,157.944,0.648,0.681,0.766,0.263,0.0971,0.0379,0.00761,200773.0,Justin Bieber
6EbduYTr62sSzvl36wWiFM,BLOW (with Chris Stapleton & Bruno Mars),"Ed Sheeran, Chris Stapleton, Bruno Mars",2019,63,92.469,0.631,0.796,0.596,0.000245,0.38,0.0401,0.0115,209120.0,Ed Sheeran
1m84zLz4WizjR4mCDoXReg,I Don't Care - Acoustic,Ed Sheeran,2019,63,94.058,0.706,0.349,0.624,0.791,0.108,0.0302,0.0,238220.0,Ed Sheeran
0NWqNXBJTpXbkI5rPWNy3p,All I Know,"The Weeknd, Future",2016,63,120.021,0.467,0.417,0.171,0.421,0.102,0.074,0.000202,321027.0,The Weeknd
15k2nBQJ0teDmPZHrOXL2N,Ordinary Life,The Weeknd,2016,63,149.748,0.537,0.587,0.365,0.0275,0.0961,0.0771,0.0,221920.0,The Weeknd
4LR9G3Vr27KaqrNm9aymBq,Die For You - Sped Up,"The Weeknd, xxtristanxo, Speed Radio",2016,63,77.787,0.556,0.543,0.431,0.0985,0.186,0.131,0.0,223441.0,The Weeknd
3qrH2YFnbEiQeUe4wzgOuP,"Try Everything - From ""Zootropolis""",Shakira,2016,63,115.483,0.704,0.598,0.472,0.0283,0.106,0.0309,0.0,196707.0,Shakira
2IjyFRCRn8x1bEquOM3vxg,Purpose,Justin Bieber,2015,63,130.021,0.481,0.285,0.316,0.9,0.123,0.0424,0.0,210160.0,Justin Bieber
3KV9n8QMepWCXI3TkWKeZy,Copa Vacía,"Shakira, Manuel Turizo",2024,62,179.927,0.717,0.616,0.527,0.0221,0.0774,0.0681,0.000512,174526.0,Shakira
3FEIMzqeq5EXqaMi3mHP6L,Última,Shakira,2024,62,152.033,0.624,0.354,0.389,0.951,0.0878,0.0394,0.0,178667.0,Shakira
7r8aFgJzUbqpApUNmzV5yY,Growing Pain,TOMORROW X TOGETHER,2023,62,172.054,0.479,0.86,0.454,0.00158,0.335,0.0602,0.0,200544.0,TOMORROW X TOGETHER
7o3sxXABQ4VacMPDa6hUFO,Blue Spring,TOMORROW X TOGETHER,2023,62,169.917,0.505,0.747,0.222,0.00471,0.463,0.0312,0.0,185949.0,TOMORROW X TOGETHER
0bPy1iMfSOO2pevpXLhnoG,Skipping Stones,TOMORROW X TOGETHER,2023,62,93.991,0.575,0.794,0.203,0.00435,0.0219,0.0376,0.0,200847.0,TOMORROW X TOGETHER
2oWpe2L8ypC080BxpDVuTY,Anti-Hero - Kungs Remix,"Taylor Swift, Kungs",2022,62,115.997,0.721,0.919,0.675,0.0266,0.348,0.0878,0.001,194612.0,Taylor Swift
6a4GH1gljLL7VvmO9u5O92,Don't Break My Heart,The Weeknd,2022,62,121.959,0.767,0.618,0.243,0.31,0.179,0.032,0.0,205469.0,The Weeknd
51A8eKvvZz9uydvIZ7xRSV,Superstar (Taylor's Version),Taylor Swift,2021,62,171.862,0.454,0.555,0.171,0.157,0.343,0.0283,0.0,263865.0,Taylor Swift
7nWui6jiMM2m9qFmET1Mtj,Ronan (Taylor's Version),Taylor Swift,2021,62,116.04,0.623,0.279,0.38,0.661,0.193,0.031,0.0,264253.0,Taylor Swift
4Wh5WGtov1VJ6EJ8OQgNeS,Magic,TOMORROW X TOGETHER,2021,62,108.236,0.654,0.88,0.51,0.00303,0.32,0.413,0.0,159750.0,TOMORROW X TOGETHER
6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),"Justin Bieber, Khalid",2021,62,99.928,0.595,0.543,0.109,0.127,0.0975,0.038,0.0,174406.0,Justin Bieber
2tB9OFgAHjAds3cqquLlvp,Loved By You (feat. Burna Boy),"Justin Bieber, Burna Boy",2021,62,101.04,0.79,0.724,0.642,0.0696,0.113,0.0852,2.33e-06,159250.0,Justin Bieber
6qYkmqFsXbj8CQjAdbYz07,Blinding Lights,The Weeknd,2020,62,170.987,0.515,0.726,0.35,0.00152,0.087,0.0547,0.00015,200046.0,The Weeknd
5JXpZcc3CeQaC6vAF1iaV5,Fairy of Shampoo,TOMORROW X TOGETHER,2020,62,105.145,0.544,0.796,0.473,0.313,0.42,0.0604,0.00673,267099.0,TOMORROW X TOGETHER
1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),"Ed Sheeran, Travis Scott",2019,62,151.957,0.716,0.823,0.91,0.132,0.361,0.0495,0.0,161747.0,Ed Sheeran
3RsEvBUaNT9MXqUvQVuK1G,Cat & Dog,TOMORROW X TOGETHER,2019,62,160.005,0.843,0.794,0.319,0.0637,0.104,0.146,0.00023,187573.0,TOMORROW X TOGETHER
5HDPtsnyb3maFmPL8LLUTG,New Man,Ed Sheeran,2017,62,94.026,0.78,0.745,0.862,0.0559,0.0595,0.145,0.0,189280.0,Ed Sheeran
4UknpXoLjlB7Mao4UWcJ2o,A Lonely Night,The Weeknd,2016,62,113.999,0.853,0.663,0.864,0.0431,0.0891,0.0755,8.65e-06,220173.0,The Weeknd
5J4WHWFvEWRd2FBVhcTcmi,"Dancing In The Dark - From The ""Home"" Soundtrack",Rihanna,2015,62,115.003,0.795,0.749,0.761,0.179,0.0875,0.0525,0.0,223040.0,Rihanna
0wzPHTgOtFIDhk2rD3Au4x,Angel,The Weeknd,2015,62,127.966,0.626,0.583,0.335,0.105,0.115,0.0435,0.0,377347.0,The Weeknd
